Site,timestamp,temperature,radiation,power
siteA,2019-02-28 21:45:00,24.47,0,5.2
siteA,2019-02-28 22:00:00,24.5,0,4.8
siteA,2019-02-28 22:15:00,24.43,0,4.8
siteA,2019-02-28 22:30:00,24.37,0,4.8
siteA,2019-02-28 22:45:00,24.31,0,4.8
siteA,2019-02-28 23:00:00,24.25,0,4.8
siteA,2019-02-28 23:15:00,24.18,0,4.8
siteA,2019-02-28 23:30:00,24.12,0,4.8
siteA,2019-02-28 23:45:00,24.06,0,4.8
siteA,2019-03-01 00:00:00,24,0,4.8
siteA,2019-03-01 00:15:00,23.72,0,4.8
siteA,2019-03-01 00:30:00,23.45,0,4.8
siteA,2019-03-01 00:45:00,23.17,0,4.8
siteA,2019-03-01 01:00:00,22.9,0,4.8
siteA,2019-03-01 01:15:00,22.78,0,4.8
siteA,2019-03-01 01:30:00,22.67,0,4.8
siteA,2019-03-01 01:45:00,22.56,0,4.8
siteA,2019-03-01 02:00:00,22.45,0,4.8
siteA,2019-03-01 02:15:00,22.33,0,4.8
siteA,2019-03-01 02:30:00,22.22,0,4.8
siteA,2019-03-01 02:45:00,22.11,0,4.8
siteA,2019-03-01 03:00:00,22,0,4.8
siteA,2019-03-01 03:15:00,21.92,0,4.8
siteA,2019-03-01 03:30:00,21.85,0,4.8
siteA,2019-03-01 03:45:00,21.77,0,4.8
siteA,2019-03-01 04:00:00,21.7,0,4.8
siteA,2019-03-01 04:15:00,21.65,0,4.8
siteA,2019-03-01 04:30:00,21.6,0,4.8
siteA,2019-03-01 04:45:00,21.55,0,4.8
siteA,2019-03-01 05:00:00,21.5,0,4.8
siteA,2019-03-01 05:15:00,21.45,0,4.8
siteA,2019-03-01 05:30:00,21.4,0,4.8
siteA,2019-03-01 05:45:00,21.35,0,4.8
siteA,2019-03-01 06:00:00,21.3,0,4.8
siteA,2019-03-01 06:15:00,21.27,6,4.8
siteA,2019-03-01 06:30:00,21.25,12,4.8
siteA,2019-03-01 06:45:00,21.22,18,4.8
siteA,2019-03-01 07:00:00,21.2,24,4.8
siteA,2019-03-01 07:15:00,21.45,73,4.8
siteA,2019-03-01 07:30:00,21.7,122,4.8
siteA,2019-03-01 07:45:00,21.95,171,4.8
siteA,2019-03-01 08:00:00,22.2,220,4.96
siteA,2019-03-01 08:15:00,22.45,276,4.96
siteA,2019-03-01 08:30:00,22.7,333,14.59
siteA,2019-03-01 08:45:00,22.95,389,9.37
siteA,2019-03-01 09:00:00,23.2,445,9.92
siteA,2019-03-01 09:15:00,23.77,497,8.83
siteA,2019-03-01 09:30:00,24.35,549,9.6
siteA,2019-03-01 09:45:00,24.92,601,9.37
siteA,2019-03-01 10:00:00,25.5,653,9.1
siteA,2019-03-01 10:15:00,25.72,694,9.13
siteA,2019-03-01 10:30:00,25.95,735,9.68
siteA,2019-03-01 10:45:00,26.17,776,10.43
siteA,2019-03-01 11:00:00,26.4,817,10.88
siteA,2019-03-01 11:15:00,26.62,845,11.79
siteA,2019-03-01 11:30:00,26.85,873,9.13
siteA,2019-03-01 11:45:00,27.07,900,9.39
siteA,2019-03-01 12:00:00,27.3,928,9.99
siteA,2019-03-01 12:15:00,27.4,939,10.51
siteA,2019-03-01 12:30:00,27.5,950,10.41
siteA,2019-03-01 12:45:00,27.6,961,13.26
siteA,2019-03-01 13:00:00,27.7,972,12.75
siteA,2019-03-01 13:15:00,27.7,966,10.72
siteA,2019-03-01 13:30:00,27.7,959,10.89
siteA,2019-03-01 13:45:00,27.7,952,13.38
siteA,2019-03-01 14:00:00,27.7,945,13.61
siteA,2019-03-01 14:15:00,27.7,922,12.29
siteA,2019-03-01 14:30:00,27.7,898,10.74
siteA,2019-03-01 14:45:00,27.7,874,11.24
siteA,2019-03-01 15:00:00,27.7,850,12.1
siteA,2019-03-01 15:15:00,27.52,811,12.53
siteA,2019-03-01 15:30:00,27.35,773,12.96
siteA,2019-03-01 15:45:00,27.17,734,14.61
siteA,2019-03-01 16:00:00,27,695,12.21
siteA,2019-03-01 16:15:00,26.75,645,11.98
siteA,2019-03-01 16:30:00,26.5,595,12.25
siteA,2019-03-01 16:45:00,26.25,545,12.53
siteA,2019-03-01 17:00:00,26,495,14.74
siteA,2019-03-01 17:15:00,25.75,439,12.04
siteA,2019-03-01 17:30:00,25.5,383,14.85
siteA,2019-03-01 17:45:00,25.25,327,13.61
siteA,2019-03-01 18:00:00,25,271,14.43
siteA,2019-03-01 18:15:00,24.95,219,5.2
siteA,2019-03-01 18:30:00,24.9,166,5.2
siteA,2019-03-01 18:45:00,24.85,114,5.2
siteA,2019-03-01 19:00:00,24.8,61,5.2
siteA,2019-03-01 19:15:00,24.7,46,5.2
siteA,2019-03-01 19:30:00,24.6,30,5.2
siteA,2019-03-01 19:45:00,24.5,15,5.2
siteA,2019-03-01 20:00:00,24.4,0,5.2
siteA,2019-03-01 20:15:00,24.3,0,5.2
siteA,2019-03-01 20:30:00,24.2,0,5.2
siteA,2019-03-01 20:45:00,24.1,0,5.2
siteA,2019-03-01 21:00:00,24,0,5.2
siteA,2019-03-01 21:15:00,23.92,0,5.2
siteA,2019-03-01 21:30:00,23.85,0,5.2
siteA,2019-03-01 21:45:00,23.77,0,5.2
siteA,2019-03-01 22:00:00,23.7,0,4.8
siteA,2019-03-01 22:15:00,23.72,0,4.8
siteA,2019-03-01 22:30:00,23.75,0,4.8
siteA,2019-03-01 22:45:00,23.77,0,4.8
siteA,2019-03-01 23:00:00,23.79,0,4.8
siteA,2019-03-01 23:15:00,23.82,0,4.8
siteA,2019-03-01 23:30:00,23.85,0,4.8
siteA,2019-03-01 23:45:00,23.87,0,4.8
siteA,2019-03-02 00:00:00,23.9,0,4.8
siteA,2019-03-02 00:15:00,23.29,0,4.8
siteA,2019-03-02 00:30:00,22.7,0,4.8
siteA,2019-03-02 00:45:00,22.1,0,4.8
siteA,2019-03-02 01:00:00,21.5,0,4.8
siteA,2019-03-02 01:15:00,21.43,0,4.8
siteA,2019-03-02 01:30:00,21.37,0,4.8
siteA,2019-03-02 01:45:00,21.31,0,4.8
siteA,2019-03-02 02:00:00,21.25,0,4.8
siteA,2019-03-02 02:15:00,21.18,0,4.8
siteA,2019-03-02 02:30:00,21.12,0,4.8
siteA,2019-03-02 02:45:00,21.06,0,4.8
siteA,2019-03-02 03:00:00,21,0,4.8
siteA,2019-03-02 03:15:00,21.02,0,4.8
siteA,2019-03-02 03:30:00,21.05,0,4.8
siteA,2019-03-02 03:45:00,21.07,0,4.8
siteA,2019-03-02 04:00:00,21.1,0,4.8
siteA,2019-03-02 04:15:00,21.03,0,4.8
siteA,2019-03-02 04:30:00,20.97,0,4.8
siteA,2019-03-02 04:45:00,20.91,0,4.8
siteA,2019-03-02 05:00:00,20.85,0,4.8
siteA,2019-03-02 05:15:00,20.78,0,4.8
siteA,2019-03-02 05:30:00,20.72,0,4.8
siteA,2019-03-02 05:45:00,20.66,0,4.8
siteA,2019-03-02 06:00:00,20.6,0,4.8
siteA,2019-03-02 06:15:00,20.52,5,4.8
siteA,2019-03-02 06:30:00,20.45,10,4.8
siteA,2019-03-02 06:45:00,20.37,15,4.8
siteA,2019-03-02 07:00:00,20.3,20,4.8
siteA,2019-03-02 07:15:00,20.63,69,4.8
siteA,2019-03-02 07:30:00,20.97,117,4.8
siteA,2019-03-02 07:45:00,21.31,166,4.8
siteA,2019-03-02 08:00:00,21.65,214,4.96
siteA,2019-03-02 08:15:00,21.98,270,4.96
siteA,2019-03-02 08:30:00,22.32,326,14.04
siteA,2019-03-02 08:45:00,22.66,382,8.77
siteA,2019-03-02 09:00:00,23,438,9.75
siteA,2019-03-02 09:15:00,23.75,490,8.91
siteA,2019-03-02 09:30:00,24.5,542,9.18
siteA,2019-03-02 09:45:00,25.25,594,9.41
siteA,2019-03-02 10:00:00,26,646,9.15
siteA,2019-03-02 10:15:00,26.13,688,9.29
siteA,2019-03-02 10:30:00,26.27,730,9.67
siteA,2019-03-02 10:45:00,26.41,772,10.3
siteA,2019-03-02 11:00:00,26.55,813,11.95
siteA,2019-03-02 11:15:00,26.68,841,9.85
siteA,2019-03-02 11:30:00,26.82,869,9.35
siteA,2019-03-02 11:45:00,26.96,896,9.65
siteA,2019-03-02 12:00:00,27.1,924,10.19
siteA,2019-03-02 12:15:00,27.15,935,10.43
siteA,2019-03-02 12:30:00,27.2,946,11.54
siteA,2019-03-02 12:45:00,27.25,957,13.9
siteA,2019-03-02 13:00:00,27.3,968,13.09
siteA,2019-03-02 13:15:00,27.2,961,10.79
siteA,2019-03-02 13:30:00,27.1,954,12
siteA,2019-03-02 13:45:00,27,948,13.71
siteA,2019-03-02 14:00:00,26.9,941,12.45
siteA,2019-03-02 14:15:00,26.8,917,11.1
siteA,2019-03-02 14:30:00,26.7,893,10.88
siteA,2019-03-02 14:45:00,26.6,869,11.13
siteA,2019-03-02 15:00:00,26.5,845,10.94
siteA,2019-03-02 15:15:00,26.5,807,12.53
siteA,2019-03-02 15:30:00,26.5,768,12.55
siteA,2019-03-02 15:45:00,26.5,729,14.65
siteA,2019-03-02 16:00:00,26.5,690,13.6
siteA,2019-03-02 16:15:00,26.31,640,14.71
siteA,2019-03-02 16:30:00,26.12,590,14.48
siteA,2019-03-02 16:45:00,25.93,540,14.93
siteA,2019-03-02 17:00:00,25.75,490,14.96
siteA,2019-03-02 17:15:00,25.56,434,15.03
siteA,2019-03-02 17:30:00,25.37,378,12.53
siteA,2019-03-02 17:45:00,25.18,322,11.79
siteA,2019-03-02 18:00:00,25,267,11.89
siteA,2019-03-02 18:15:00,24.9,214,5.2
siteA,2019-03-02 18:30:00,24.8,162,5.2
siteA,2019-03-02 18:45:00,24.7,110,5.2
siteA,2019-03-02 19:00:00,24.6,57,5.2
siteA,2019-03-02 19:15:00,24.51,43,5.2
siteA,2019-03-02 19:30:00,24.42,29,5.2
siteA,2019-03-02 19:45:00,24.33,14,5.2
siteA,2019-03-02 20:00:00,24.25,0,5.2
siteA,2019-03-02 20:15:00,24.16,0,5.2
siteA,2019-03-02 20:30:00,24.07,0,5.2
siteA,2019-03-02 20:45:00,23.98,0,5.2
siteA,2019-03-02 21:00:00,23.9,0,5.2
siteA,2019-03-02 21:15:00,23.87,0,5.2
siteA,2019-03-02 21:30:00,23.85,0,5.2
siteA,2019-03-02 21:45:00,23.82,0,5.2
siteA,2019-03-02 22:00:00,23.8,0,4.8
siteA,2019-03-02 22:15:00,23.76,0,4.8
siteA,2019-03-02 22:30:00,23.72,0,4.8
siteA,2019-03-02 22:45:00,23.68,0,4.8
siteA,2019-03-02 23:00:00,23.65,0,4.8
siteA,2019-03-02 23:15:00,23.61,0,4.8
siteA,2019-03-02 23:30:00,23.57,0,4.8
siteA,2019-03-02 23:45:00,23.53,0,4.8
siteA,2019-03-03 00:00:00,23.5,0,4.8
siteA,2019-03-03 00:15:00,23.22,0,4.8
siteA,2019-03-03 00:30:00,22.95,0,4.8
siteA,2019-03-03 00:45:00,22.67,0,4.8
siteA,2019-03-03 01:00:00,22.4,0,4.8
siteA,2019-03-03 01:15:00,22.28,0,4.8
siteA,2019-03-03 01:30:00,22.17,0,4.8
siteA,2019-03-03 01:45:00,22.06,0,4.8
siteA,2019-03-03 02:00:00,21.95,0,4.8
siteA,2019-03-03 02:15:00,21.83,0,4.8
siteA,2019-03-03 02:30:00,21.72,0,4.8
siteA,2019-03-03 02:45:00,21.61,0,4.8
siteA,2019-03-03 03:00:00,21.5,0,4.8
siteA,2019-03-03 03:15:00,21.32,0,4.8
siteA,2019-03-03 03:30:00,21.15,0,4.8
siteA,2019-03-03 03:45:00,20.97,0,4.8
siteA,2019-03-03 04:00:00,20.8,0,4.8
siteA,2019-03-03 04:15:00,20.76,0,4.8
siteA,2019-03-03 04:30:00,20.72,0,4.8
siteA,2019-03-03 04:45:00,20.68,0,4.8
siteA,2019-03-03 05:00:00,20.65,0,4.8
siteA,2019-03-03 05:15:00,20.61,0,4.8
siteA,2019-03-03 05:30:00,20.57,0,4.8
siteA,2019-03-03 05:45:00,20.53,0,4.8
siteA,2019-03-03 06:00:00,20.5,0,4.8
siteA,2019-03-03 06:15:00,20.47,5,4.8
siteA,2019-03-03 06:30:00,20.45,9,4.8
siteA,2019-03-03 06:45:00,20.42,14,4.8
siteA,2019-03-03 07:00:00,20.39,18,4.8
siteA,2019-03-03 07:15:00,20.82,66,4.8
siteA,2019-03-03 07:30:00,21.25,115,4.8
siteA,2019-03-03 07:45:00,21.67,163,4.8
siteA,2019-03-03 08:00:00,22.1,211,4.96
siteA,2019-03-03 08:15:00,22.52,267,4.96
siteA,2019-03-03 08:30:00,22.95,323,14.76
siteA,2019-03-03 08:45:00,23.37,379,9.23
siteA,2019-03-03 09:00:00,23.8,435,9.97
siteA,2019-03-03 09:15:00,24.3,487,9.15
siteA,2019-03-03 09:30:00,24.8,539,9.33
siteA,2019-03-03 09:45:00,25.3,591,9.55
siteA,2019-03-03 10:00:00,25.8,642,9.29
siteA,2019-03-03 10:15:00,25.92,684,9.46
siteA,2019-03-03 10:30:00,26.05,726,9.61
siteA,2019-03-03 10:45:00,26.17,768,10.19
siteA,2019-03-03 11:00:00,26.3,809,10.28
siteA,2019-03-03 11:15:00,26.42,837,13.05
siteA,2019-03-03 11:30:00,26.55,865,10.52
siteA,2019-03-03 11:45:00,26.67,892,9.44
siteA,2019-03-03 12:00:00,26.8,920,9.64
siteA,2019-03-03 12:15:00,26.85,931,10.51
siteA,2019-03-03 12:30:00,26.9,942,10.52
siteA,2019-03-03 12:45:00,26.95,953,10.98
siteA,2019-03-03 13:00:00,27,964,10.68
siteA,2019-03-03 13:15:00,26.96,957,10.41
siteA,2019-03-03 13:30:00,26.92,950,11.2
siteA,2019-03-03 13:45:00,26.88,943,13.33
siteA,2019-03-03 14:00:00,26.85,936,13.83
siteA,2019-03-03 14:15:00,26.81,912,12.88
siteA,2019-03-03 14:30:00,26.77,889,14.03
siteA,2019-03-03 14:45:00,26.73,865,12.35
siteA,2019-03-03 15:00:00,26.7,841,12.11
siteA,2019-03-03 15:15:00,26.67,802,11.85
siteA,2019-03-03 15:30:00,26.65,763,11.32
siteA,2019-03-03 15:45:00,26.62,724,11.51
siteA,2019-03-03 16:00:00,26.6,685,11.91
siteA,2019-03-03 16:15:00,26.45,635,12.89
siteA,2019-03-03 16:30:00,26.3,585,14.62
siteA,2019-03-03 16:45:00,26.15,535,14.49
siteA,2019-03-03 17:00:00,26,485,15.2
siteA,2019-03-03 17:15:00,25.85,429,15.05
siteA,2019-03-03 17:30:00,25.7,373,14.95
siteA,2019-03-03 17:45:00,25.54,318,11.91
siteA,2019-03-03 18:00:00,25.4,262,12.2
siteA,2019-03-03 18:15:00,25.29,210,5.2
siteA,2019-03-03 18:30:00,25.2,158,5.2
siteA,2019-03-03 18:45:00,25.1,106,5.2
siteA,2019-03-03 19:00:00,25,54,5.2
siteA,2019-03-03 19:15:00,24.93,40,5.2
siteA,2019-03-03 19:30:00,24.87,27,5.2
siteA,2019-03-03 19:45:00,24.81,13,5.2
siteA,2019-03-03 20:00:00,24.75,0,5.2
siteA,2019-03-03 20:15:00,24.68,0,5.2
siteA,2019-03-03 20:30:00,24.62,0,5.2
siteA,2019-03-03 20:45:00,24.56,0,5.2
siteA,2019-03-03 21:00:00,24.5,0,5.2
siteA,2019-03-03 21:15:00,24.45,0,5.2
siteA,2019-03-03 21:30:00,24.4,0,5.2
siteA,2019-03-03 21:45:00,24.35,0,5.2
siteA,2019-03-03 22:00:00,24.3,0,4.8
siteA,2019-03-03 22:15:00,24.22,0,4.8
siteA,2019-03-03 22:30:00,24.15,0,4.8
siteA,2019-03-03 22:45:00,24.07,0,4.8
siteA,2019-03-03 23:00:00,24,0,4.8
siteA,2019-03-03 23:15:00,23.92,0,4.8
siteA,2019-03-03 23:30:00,23.85,0,4.8
siteA,2019-03-03 23:45:00,23.77,0,4.8
siteA,2019-03-04 00:00:00,23.7,0,0.4
siteA,2019-03-04 00:15:00,23.55,0,0.4
siteA,2019-03-04 00:30:00,23.4,0,0.4
siteA,2019-03-04 00:45:00,23.25,0,0.4
siteA,2019-03-04 01:00:00,23.1,0,0.4
siteA,2019-03-04 01:15:00,23.02,0,0.4
siteA,2019-03-04 01:30:00,22.95,0,0.4
siteA,2019-03-04 01:45:00,22.87,0,0.4
siteA,2019-03-04 02:00:00,22.8,0,0.4
siteA,2019-03-04 02:15:00,22.72,0,0.4
siteA,2019-03-04 02:30:00,22.65,0,0.4
siteA,2019-03-04 02:45:00,22.57,0,0.4
siteA,2019-03-04 03:00:00,22.5,0,0.4
siteA,2019-03-04 03:15:00,22.4,0,0.4
siteA,2019-03-04 03:30:00,22.3,0,0.4
siteA,2019-03-04 03:45:00,22.2,0,0.4
siteA,2019-03-04 04:00:00,22.1,0,0.4
siteA,2019-03-04 04:15:00,22.07,0,0.4
siteA,2019-03-04 04:30:00,22.05,0,0.4
siteA,2019-03-04 04:45:00,22.02,0,0.4
siteA,2019-03-04 05:00:00,22,0,0.4
siteA,2019-03-04 05:15:00,21.97,0,0.4
siteA,2019-03-04 05:30:00,21.95,0,0.4
siteA,2019-03-04 05:45:00,21.92,0,0.4
siteA,2019-03-04 06:00:00,21.9,0,0.8
siteA,2019-03-04 06:15:00,21.95,4,0.8
siteA,2019-03-04 06:30:00,22,8,0.8
siteA,2019-03-04 06:45:00,22.05,12,0.8
siteA,2019-03-04 07:00:00,22.1,17,0.8
siteA,2019-03-04 07:15:00,22.53,64,0.8
siteA,2019-03-04 07:30:00,22.97,112,0.8
siteA,2019-03-04 07:45:00,23.41,160,0.8
siteA,2019-03-04 08:00:00,23.85,208,4
siteA,2019-03-04 08:15:00,24.28,264,4
siteA,2019-03-04 08:30:00,24.72,320,13.97
siteA,2019-03-04 08:45:00,25.16,375,8.36
siteA,2019-03-04 09:00:00,25.6,431,9.17
siteA,2019-03-04 09:15:00,25.95,483,9.79
siteA,2019-03-04 09:30:00,26.3,535,7.81
siteA,2019-03-04 09:45:00,26.65,587,8.69
siteA,2019-03-04 10:00:00,27,639,9.04
siteA,2019-03-04 10:15:00,27.03,681,8.85
siteA,2019-03-04 10:30:00,27.07,722,8.72
siteA,2019-03-04 10:45:00,27.11,764,9.24
siteA,2019-03-04 11:00:00,27.15,806,9.6
siteA,2019-03-04 11:15:00,27.18,833,11.84
siteA,2019-03-04 11:30:00,27.22,861,8.71
siteA,2019-03-04 11:45:00,27.26,888,8.93
siteA,2019-03-04 12:00:00,27.3,916,9.08
siteA,2019-03-04 12:15:00,27.17,927,9.64
siteA,2019-03-04 12:30:00,27.05,938,9.93
siteA,2019-03-04 12:45:00,26.92,948,11.09
siteA,2019-03-04 13:00:00,26.8,959,12.78
siteA,2019-03-04 13:15:00,26.91,952,12.3
siteA,2019-03-04 13:30:00,27.02,946,12.46
siteA,2019-03-04 13:45:00,27.13,939,9.89
siteA,2019-03-04 14:00:00,27.25,932,7.49
siteA,2019-03-04 14:15:00,27.36,908,6.41
siteA,2019-03-04 14:30:00,27.47,884,6.88
siteA,2019-03-04 14:45:00,27.58,860,6.62
siteA,2019-03-04 15:00:00,27.7,836,7.06
siteA,2019-03-04 15:15:00,27.52,797,7.54
siteA,2019-03-04 15:30:00,27.35,758,9.79
siteA,2019-03-04 15:45:00,27.17,719,10.03
siteA,2019-03-04 16:00:00,27,680,6.93
siteA,2019-03-04 16:15:00,26.81,630,6.81
siteA,2019-03-04 16:30:00,26.62,580,7.28
siteA,2019-03-04 16:45:00,26.43,530,7.27
siteA,2019-03-04 17:00:00,26.25,480,6.32
siteA,2019-03-04 17:15:00,26.06,424,6.37
siteA,2019-03-04 17:30:00,25.87,369,6.64
siteA,2019-03-04 17:45:00,25.68,313,8.6
siteA,2019-03-04 18:00:00,25.5,257,9.44
siteA,2019-03-04 18:15:00,25.35,205,0.4
siteA,2019-03-04 18:30:00,25.2,154,0.4
siteA,2019-03-04 18:45:00,25.04,102,0.4
siteA,2019-03-04 19:00:00,24.9,50,0.4
siteA,2019-03-04 19:15:00,24.82,38,0.4
siteA,2019-03-04 19:30:00,24.75,25,0.4
siteA,2019-03-04 19:45:00,24.67,13,0.4
siteA,2019-03-04 20:00:00,24.6,0,0.4
siteA,2019-03-04 20:15:00,24.52,0,0.4
siteA,2019-03-04 20:30:00,24.45,0,0.4
siteA,2019-03-04 20:45:00,24.37,0,0.4
siteA,2019-03-04 21:00:00,24.3,0,0.4
siteA,2019-03-04 21:15:00,24.25,0,0.4
siteA,2019-03-04 21:30:00,24.2,0,0.4
siteA,2019-03-04 21:45:00,24.15,0,0.4
siteA,2019-03-04 22:00:00,24.1,0,0.4
siteA,2019-03-04 22:15:00,24.03,0,0.4
siteA,2019-03-04 22:30:00,23.97,0,0.4
siteA,2019-03-04 22:45:00,23.91,0,0.4
siteA,2019-03-04 23:00:00,23.85,0,0.4
siteA,2019-03-04 23:15:00,23.78,0,0.4
siteA,2019-03-04 23:30:00,23.72,0,0.4
siteA,2019-03-04 23:45:00,23.66,0,0.4
siteA,2019-03-05 00:00:00,23.6,0,0.4
siteA,2019-03-05 00:15:00,23.52,0,0.4
siteA,2019-03-05 00:30:00,23.45,0,0.4
siteA,2019-03-05 00:45:00,23.37,0,0.4
siteA,2019-03-05 01:00:00,23.3,0,0.4
siteA,2019-03-05 01:15:00,23.22,0,0.4
siteA,2019-03-05 01:30:00,23.15,0,0.4
siteA,2019-03-05 01:45:00,23.07,0,0.4
siteA,2019-03-05 02:00:00,23,0,0.4
siteA,2019-03-05 02:15:00,22.92,0,0.4
siteA,2019-03-05 02:30:00,22.85,0,0.4
siteA,2019-03-05 02:45:00,22.77,0,0.4
siteA,2019-03-05 03:00:00,22.7,0,0.4
siteA,2019-03-05 03:15:00,22.6,0,0.4
siteA,2019-03-05 03:30:00,22.5,0,0.4
siteA,2019-03-05 03:45:00,22.4,0,0.4
siteA,2019-03-05 04:00:00,22.3,0,0.4
siteA,2019-03-05 04:15:00,22.26,0,0.4
siteA,2019-03-05 04:30:00,22.22,0,0.4
siteA,2019-03-05 04:45:00,22.18,0,0.4
siteA,2019-03-05 05:00:00,22.15,0,0.4
siteA,2019-03-05 05:15:00,22.11,0,0.4
siteA,2019-03-05 05:30:00,22.07,0,0.4
siteA,2019-03-05 05:45:00,22.03,0,0.4
siteA,2019-03-05 06:00:00,22,0,0.4
siteA,2019-03-05 06:15:00,22,4,0.4
siteA,2019-03-05 06:30:00,22,7,0.4
siteA,2019-03-05 06:45:00,22,11,0.4
siteA,2019-03-05 07:00:00,22,15,0.4
siteA,2019-03-05 07:15:00,22.31,62,0.4
siteA,2019-03-05 07:30:00,22.62,110,0.4
siteA,2019-03-05 07:45:00,22.93,157,0.4
siteA,2019-03-05 08:00:00,23.25,205,0.4
siteA,2019-03-05 08:15:00,23.56,261,0.4
siteA,2019-03-05 08:30:00,23.87,316,0.4
siteA,2019-03-05 08:45:00,24.18,372,0.4
siteA,2019-03-05 09:00:00,24.5,428,5.42
siteA,2019-03-05 09:15:00,24.75,480,3.54
siteA,2019-03-05 09:30:00,25,532,3.7
siteA,2019-03-05 09:45:00,25.25,583,3.58
siteA,2019-03-05 10:00:00,25.5,635,3.95
siteA,2019-03-05 10:15:00,25.57,677,4.35
siteA,2019-03-05 10:30:00,25.65,718,3.85
siteA,2019-03-05 10:45:00,25.72,760,4.1
siteA,2019-03-05 11:00:00,25.8,802,4.83
siteA,2019-03-05 11:15:00,25.87,829,4.44
siteA,2019-03-05 11:30:00,25.95,857,4.26
siteA,2019-03-05 11:45:00,26.02,884,4.69
siteA,2019-03-05 12:00:00,26.1,912,4.6
siteA,2019-03-05 12:15:00,26.17,923,4.95
siteA,2019-03-05 12:30:00,26.25,933,4.21
siteA,2019-03-05 12:45:00,26.32,944,4.85
siteA,2019-03-05 13:00:00,26.4,955,5.11
siteA,2019-03-05 13:15:00,26.53,948,5.33
siteA,2019-03-05 13:30:00,26.67,941,4.5
siteA,2019-03-05 13:45:00,26.81,934,5.26
siteA,2019-03-05 14:00:00,26.95,927,5.44
siteA,2019-03-05 14:15:00,27.08,903,5.94
siteA,2019-03-05 14:30:00,27.22,879,5.92
siteA,2019-03-05 14:45:00,27.36,855,5.29
siteA,2019-03-05 15:00:00,27.5,831,6.08
siteA,2019-03-05 15:15:00,27.52,792,6.58
siteA,2019-03-05 15:30:00,27.55,753,6.24
siteA,2019-03-05 15:45:00,27.57,714,5.89
siteA,2019-03-05 16:00:00,27.6,675,5.99
siteA,2019-03-05 16:15:00,27.45,625,5.97
siteA,2019-03-05 16:30:00,27.3,575,6.48
siteA,2019-03-05 16:45:00,27.15,525,6.8
siteA,2019-03-05 17:00:00,27,475,8.58
siteA,2019-03-05 17:15:00,26.85,419,6.55
siteA,2019-03-05 17:30:00,26.7,364,5.93
siteA,2019-03-05 17:45:00,26.54,308,6.47
siteA,2019-03-05 18:00:00,26.4,252,6.35
siteA,2019-03-05 18:15:00,26.12,201,0.4
siteA,2019-03-05 18:30:00,25.85,149,0.4
siteA,2019-03-05 18:45:00,25.57,98,0.4
siteA,2019-03-05 19:00:00,25.3,46,0.4
siteA,2019-03-05 19:15:00,25.16,35,0.4
siteA,2019-03-05 19:30:00,25.02,23,0.4
siteA,2019-03-05 19:45:00,24.88,12,0.4
siteA,2019-03-05 20:00:00,24.75,0,0.4
siteA,2019-03-05 20:15:00,24.61,0,0.4
siteA,2019-03-05 20:30:00,24.47,0,0.4
siteA,2019-03-05 20:45:00,24.33,0,0.4
siteA,2019-03-05 21:00:00,24.2,0,0.4
siteA,2019-03-05 21:15:00,24.12,0,0.4
siteA,2019-03-05 21:30:00,24.04,0,0.4
siteA,2019-03-05 21:45:00,23.97,0,0.4
siteA,2019-03-05 22:00:00,23.9,0,0.4
siteA,2019-03-05 22:15:00,23.82,0,0.4
siteA,2019-03-05 22:30:00,23.75,0,0.4
siteA,2019-03-05 22:45:00,23.67,0,0.4
siteA,2019-03-05 23:00:00,23.6,0,0.4
siteA,2019-03-05 23:15:00,23.52,0,0.4
siteA,2019-03-05 23:30:00,23.45,0,0.4
siteA,2019-03-05 23:45:00,23.37,0,0.4
siteA,2019-03-06 00:00:00,23.3,0,4.8
siteA,2019-03-06 00:15:00,23.2,0,4.8
siteA,2019-03-06 00:30:00,23.1,0,4.8
siteA,2019-03-06 00:45:00,23,0,4.8
siteA,2019-03-06 01:00:00,22.9,0,4.8
siteA,2019-03-06 01:15:00,22.82,0,4.8
siteA,2019-03-06 01:30:00,22.75,0,4.8
siteA,2019-03-06 01:45:00,22.67,0,4.8
siteA,2019-03-06 02:00:00,22.6,0,4.8
siteA,2019-03-06 02:15:00,22.52,0,4.8
siteA,2019-03-06 02:30:00,22.45,0,4.8
siteA,2019-03-06 02:45:00,22.37,0,4.8
siteA,2019-03-06 03:00:00,22.3,0,4.8
siteA,2019-03-06 03:15:00,22.35,0,4.8
siteA,2019-03-06 03:30:00,22.4,0,4.8
siteA,2019-03-06 03:45:00,22.45,0,4.8
siteA,2019-03-06 04:00:00,22.5,0,4.8
siteA,2019-03-06 04:15:00,22.58,0,4.8
siteA,2019-03-06 04:30:00,22.67,0,4.8
siteA,2019-03-06 04:45:00,22.76,0,4.8
siteA,2019-03-06 05:00:00,22.85,0,4.8
siteA,2019-03-06 05:15:00,22.93,0,4.8
siteA,2019-03-06 05:30:00,23.02,0,4.8
siteA,2019-03-06 05:45:00,23.11,0,4.8
siteA,2019-03-06 06:00:00,23.2,0,4.8
siteA,2019-03-06 06:15:00,23.25,3,4.8
siteA,2019-03-06 06:30:00,23.29,7,4.8
siteA,2019-03-06 06:45:00,23.35,10,4.8
siteA,2019-03-06 07:00:00,23.4,13,4.8
siteA,2019-03-06 07:15:00,23.93,60,4.8
siteA,2019-03-06 07:30:00,24.47,107,4.8
